plan_id,owner_id,type,last_transaction_date,inactivity_days
f98f70dfd8274e83b9837ce0c5543a18,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2017-10-28 14:40:26",2760
71dff69ed4db4ab2b82c47f986370ac1,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2017-10-28 14:44:22",2760
897a8c35685a4eefbf268f66c60b3647,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2017-10-28 14:42:20",2760
4ec6773b965f4f0b9acf9e72e029c3d8,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2017-10-30 22:53:23",2758
57fac6c8569f4e318ffa34350fd63e0a,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2017-10-30 22:44:18",2758
3c009a9a9b3445a8bfbd41d4eb422e89,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2017-11-01 13:56:59",2756
7cb6af15d8d44d4b982ecc007c150148,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2017-11-01 13:58:11",2756
ebfbcbafdc5d4a9987a0e3dd1e7996a5,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2017-11-01 17:20:07",2756
9ba8e38fe8e1468483277a2099a71ae9,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2017-11-02 01:59:07",2755
a72db94221eb459c89b462f1f41bd553,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2017-11-02 03:19:02",2755
b418849b83ff4cb692b7cdf0b02a2673,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2017-11-10 23:00:52",2747
f28cdb647f2347509718b3e897b25016,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2017-11-10 23:00:49",2747
afc6f1b2378049279a4b9f8b05cebe23,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2017-11-15 12:05:47",2742
c88a959b16094e60b02780edfc8c8410,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2017-11-29 23:01:05",2728
f4f0eaa01b55443c8c0e17e1f22aae1d,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2017-11-29 23:01:00",2728
85a5ca1b36a541098b6031223595fefa,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2017-12-25 04:19:37",2702
b952e0cd21e446c787bc64f37d387351,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2017-12-28 23:00:44",2699
2992b454dea148ceb781c4db7f5faa29,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-01-02 13:18:50",2694
727fca1f21714eda9f3246153ee18b76,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-01-03 23:01:26",2693
9a365eefa672487c97130a8b869dd5c1,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-01-23 13:03:49",2673
c15faae044fd4d17bb7dde2c1edf2831,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-01-25 23:02:03",2671
e1f59f5d0a964c20a8537c798306f8d9,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-01-25 23:01:58",2671
8ce60b7d671c4d51bc58709db4939f7a,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-01-29 23:00:30",2667
0485ffa149e140d49088f683d10a0f8c,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-01-30 23:00:38",2666
0cff7a15a5ba4b27aa2348e0e70bf4fb,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-02-05 21:18:18",2660
915d44bf1b854e08acded5132de11b2c,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-02-05 23:51:14",2660
dfeb2e58f5fc480bbb7a90699ecd36dc,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-02-05 21:41:03",2660
f8b550c9939745a985532cfe4c0d904d,0257625a02344b239b41e1cbe60ef080,"Save As You Earn (Interest-Free)","2018-02-11 22:00:43",2654
071576c411fa4dacb1684f83e45a2eae,0257625a02344b239b41e1cbe60ef080,Periodic,"2018-02-11 20:46:45",2654
8fa4df01de6f4e7d9a35c82125a2e8ef,0257625a02344b239b41e1cbe60ef080,"Save As You Earn (Interest-Free)","2018-02-11 23:04:43",2654
506a91081b95453a9c0141080fdc6dc4,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-02-12 23:17:19",2653
e199aed816cc45738188e450435943ae,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-02-14 23:28:00",2651
cb89d63e50354288b3a3502014b5e940,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-02-15 07:32:03",2650
1d728cdeae5a4c19877ce8a4a8d79fc4,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2018-02-16 03:39:47",2649
a593e3ef23674274aca8e94df99a7017,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-02-17 23:01:08",2648
cc98b8667a964dad984059843216db23,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-02-19 22:23:30",2646
1d747ead8c1a4fd3a7081f5d36a88863,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-02-19 22:57:40",2646
21ee5c552c4b4a8c90299f5f3047a5c4,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-02-19 15:21:02",2646
37fc73dc49b1474e8aecd3e6d9cfe3d3,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2018-02-20 01:18:29",2645
e57fe84889424f5e9d08a970dfbfc3dc,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2018-02-20 06:30:28",2645
c8b207680f9546dd99418105a7e1ae59,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-02-21 01:07:20",2644
8347a6f824524a01a7ca05e9dc2d4e45,0257625a02344b239b41e1cbe60ef080,"Save As You Earn (Interest-Free)","2018-02-21 01:06:46",2644
41d45fa84ce54ecbb932d5f7618e6872,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-02-21 23:01:14",2644
36734dac6814482880e1315319824922,0257625a02344b239b41e1cbe60ef080,"Save As You Earn (Interest-Free)","2018-02-22 13:00:53",2643
a76bdfb8348846b08c279b59f80dcb9b,0257625a02344b239b41e1cbe60ef080,Vacation,"2018-02-23 01:17:33",2642
ba2e40a71baa4e66b73f145c1b1c7f0a,0257625a02344b239b41e1cbe60ef080,"Save As You Earn (Interest-Free)","2018-02-28 15:48:14",2637
df6ecbf6f08746198cf32938588025a9,0257625a02344b239b41e1cbe60ef080,Periodic,"2018-02-28 16:52:17",2637
45bd45c90ef3455194aea77d9ba040f5,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2018-03-05 17:57:57",2632
9d789c3639aa4444966cc6b6a6ee114e,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2018-03-06 15:40:37",2631
1958c97ba06648b6b71bf19ba7f91d08,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-03-07 23:01:20",2630
563dbbc9b8284a2d9dac782e3214ebe8,0257625a02344b239b41e1cbe60ef080,Periodic,"2018-03-10 14:11:06",2627
8fda2a7833c8403f9a9e5ed91171c9a2,0257625a02344b239b41e1cbe60ef080,Periodic,"2018-03-10 23:02:14",2627
cace1c5bf61a44228fd1f657d8fc426e,0257625a02344b239b41e1cbe60ef080,"Periodic (Interest-Free)","2018-03-10 23:02:21",2627
e3918715afcb4b1eb8bf8db7ad56b624,0257625a02344b239b41e1cbe60ef080,"Periodic (Interest-Free)","2018-03-10 23:02:08",2627
e555e2ff36754f82a2c07a939e999874,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-03-12 16:18:36",2625
9a508affc8614680992f64994cb0221c,0257625a02344b239b41e1cbe60ef080,"Save As You Earn (Interest-Free)","2018-03-12 14:59:22",2625
9b5b94b1ba104a0aa05245950019741a,0257625a02344b239b41e1cbe60ef080,Vacation,"2018-03-13 23:01:29",2624
a7326d9b29374943bdd431a69e707705,0257625a02344b239b41e1cbe60ef080,Education,"2018-03-15 21:45:17",2622
36d262da9e12496983dfcb3fbd1a970f,0257625a02344b239b41e1cbe60ef080,Business,"2018-03-18 23:01:22",2619
441cab8b53704032a5f7c462c593e494,0257625a02344b239b41e1cbe60ef080,Family,"2018-03-19 13:09:16",2618
197b49348def402aac8a9d0c904e5ec7,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-03-21 02:00:08",2616
e21918ade0b1412eaaea4511c250315c,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-03-21 02:02:06",2616
bda4f8a26cc84a2ab0ad8e8e9a1fa510,0257625a02344b239b41e1cbe60ef080,"Save As You Earn (Interest-Free)","2018-03-23 12:53:38",2614
30e7034d4057453ab62dfe30a56ecbd8,0257625a02344b239b41e1cbe60ef080,"Save As You Earn (Interest-Free)","2018-03-23 12:51:46",2614
af81bb40dfca4918884bf48d981ec500,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-04-21 10:09:11",2585
037a7722b4ec40eda75f53c30e6eabd6,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-04-24 12:07:43",2582
2a090fbd86984e6f9b4d03c0badcb866,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-04-24 11:33:09",2582
cc3ea04f838046cba7009a1d1c6d7e7e,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-04-28 14:11:45",2578
dc03af45c8244ea9bb552892ca74b59b,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2018-05-05 23:47:05",2571
413dd5313dac4e61859690341a44fb05,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2018-05-06 00:14:01",2570
52ae5be24f1740dcaf0c7e4ac2991f6c,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2018-05-06 00:37:42",2570
6bcc57931a464a1d8ff8ec6edeecc236,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-06-04 13:08:44",2541
c639a28d476a4107969abd4a9f454fdd,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-06-04 13:03:11",2541
2101d967ac7640bc9e7878d673d2dd21,0257625a02344b239b41e1cbe60ef080,Home,"2018-06-08 16:45:20",2537
177a6d8914a84f23aa17e64667c22994,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-06-12 23:01:51",2533
1a5dc337451b48cd8c7547ac6fc15a1d,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2018-06-13 21:22:12",2532
275296abc8924c31a85055443a56d995,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2018-06-15 20:24:19",2530
faebde989ebe45f8a33cf3c5b1c55f34,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2018-06-15 20:36:34",2530
93aad72537254f5a92cc9d5ed169b8c7,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2018-06-15 20:37:44",2530
9d68a4b1e5b54268a3423e399b024298,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2018-06-15 20:31:03",2530
0488a8f8a47a463e90c8232b65d2a10c,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2018-06-16 07:57:35",2529
402be82252e54773a21e72a0c146b935,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2018-06-16 12:05:40",2529
e116371bd68341c3a45cf898c723c0fc,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2018-06-16 07:58:54",2529
e42df89cefb445418f2e20cd7a6d9643,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2018-06-16 03:08:53",2529
e751a2fd33484046bb81e41db1db45dd,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2018-06-18 00:22:45",2527
aa6b98b7bfea444daee40fe65675f5ed,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2018-06-18 00:24:05",2527
f8a6ab7474714280abca620eba55163b,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2018-06-20 17:54:42",2525
1ecea775a49a482e830d917c403f574e,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-06-24 18:08:39",2521
0441ab73628d4e5c9d7ee2354f6ae5f9,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2018-06-28 06:59:38",2517
9222e8a20b014a2dad818bff27df9ec4,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2018-06-28 07:00:52",2517
da65ccdd78374296a7d3453ebce2de28,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2018-06-28 06:14:33",2517
ce14a87087d9414783f1f8b0865fad35,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-06-30 02:50:12",2515
dc6868049dd54af394362caab798c22e,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-07-06 23:01:15",2509
ec0fc3d20de54975b3eb8ea3dbf26911,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-07-06 23:01:13",2509
0a43a00c41174f29ba233bd9e1bb6832,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-07-19 23:00:53",2496
b51d81dcb118420799d77a602d48f5fb,0257625a02344b239b41e1cbe60ef080,"Save As You Earn (Interest-Free)","2018-07-28 23:01:33",2487
8b244f6fbd5a418b9b04d201e2f27218,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-07-30 23:01:41",2485
088ea076ce3d44c3a63e83f427816a99,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-08-07 23:00:31",2477
53df494050d047eaae104111c19c9a55,0257625a02344b239b41e1cbe60ef080,Family,"2018-08-09 23:00:44",2475
f13c01ecdd2d4909819872295d009f53,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2018-08-09 23:36:27",2475
2a6abd8a593e422ebfe2def27a3ac7b4,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-08-12 23:01:03",2472
70d2002ac9114c66a5131ad054d9a85b,0257625a02344b239b41e1cbe60ef080,"Save As You Earn (Interest-Free)","2018-08-30 02:18:12",2454
7678aa9adf0b45a58ffd5e0965c0dd7d,0257625a02344b239b41e1cbe60ef080,"Save As You Earn (Interest-Free)","2018-08-30 02:20:11",2454
6ea6665f34cf47209f29a8762000a147,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2018-09-14 15:13:09",2439
a0b6df8380614fd0b8f5e30dcf8da70d,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-09-27 23:00:19",2426
a4c2b529db8c487da44c9292f5f52e00,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-09-27 23:00:26",2426
40d06409555d4be6a6bbba839632dd07,0257625a02344b239b41e1cbe60ef080,Goal,"2018-10-05 08:39:42",2418
b8d63cc147454862a803f9da2c47f3bb,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2018-11-09 12:21:09",2383
d11ab6c96e314eb790e9b12dbfa3a19f,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2019-01-10 15:02:31",2321
7eb87d9949194cd0b500b42165296265,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2019-01-11 14:10:48",2320
786cf392dd1c4ac086cafa1c8da0dc64,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2019-01-15 23:00:26",2316
077dddc93fc2426292e5ec1512f150d7,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2019-01-21 15:28:41",2310
afe0197c12c14c519c58382896203f87,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2019-01-22 23:48:35",2309
6da1c570bd1e4b45b09328b28f2dad27,0257625a02344b239b41e1cbe60ef080,Emergency,"2019-01-25 13:30:08",2306
7aaaa7b8fe2c4006a31ed03d05e935c8,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2019-01-25 13:42:37",2306
3f7f1285588b4c0d82c063b30fa0a3d5,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2019-01-25 14:11:17",2306
0c03fca5ebc74995bb76506af3a7771c,0257625a02344b239b41e1cbe60ef080,Retirement,"2019-01-28 14:44:28",2303
9980413af70147aeabaece2b2303bc52,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2019-01-30 18:25:27",2301
1ed8fde713614759872aef340a72316b,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2019-01-31 13:22:31",2300
5d8c6fc384744160b6c6397c1f1a432a,0257625a02344b239b41e1cbe60ef080,Vacation,"2019-01-31 08:38:00",2300
052af49bbf7946109e8a4c9ba795eeb4,0257625a02344b239b41e1cbe60ef080,Emergency,"2019-02-01 16:41:54",2299
8f1bf22558ee40af856c3c0ab389f6f7,f026b5d9d7d84a7a9e452862f58b4cf9,"Fixed Investment","2019-02-01 08:05:12",2299
13d3db77ec8a4f7ab4fc7b2a15ef7f4b,f026b5d9d7d84a7a9e452862f58b4cf9,"Save As You Earn","2019-02-03 23:02:51",2297
488fe12daf9e4e288e717c340a2b6f9f,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2019-02-03 01:02:07",2297
4b03ce71626b49a49d1d1ca641083c99,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2019-02-04 19:51:11",2296
daec4ca339094f7d89c1fcf7b8c620ba,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2019-02-04 19:42:40",2296
72e2bf1fd6e74b11b5602308c1c8bab7,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2019-02-04 17:57:57",2296
04a3d39f8bcf453ab1eb5d3c7d7f5e2c,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2019-02-24 23:05:06",2276
c47b128709484aacb9c5a04e30cc6d09,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2019-02-26 23:04:22",2274
f76d1697569c459da9dfe21eb1f366fc,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2019-02-28 23:04:37",2272
6d406ce85b6c4be09cecc0723ac5c1b4,0257625a02344b239b41e1cbe60ef080,Emergency,"2019-02-28 23:04:37",2272
776380d9143f48b3b059910dca47359b,9f34ed1cea8f457dbccea0652440140e,"Save As You Earn","2019-02-28 23:04:36",2272
309aedd955014724ba8086b989102fdf,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2019-02-28 23:04:37",2272
4f11e0425e1f4fc9a919e7e2baa711bb,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2019-02-28 23:04:37",2272
f0e06d0270b04bc8bb23b4760dbd81a6,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2019-03-13 08:00:02",2259
f3b29bc22c11477fbf98aaafcd24c247,75b9df985e254031aaba8ec44f459d2d,"Save As You Earn","2019-03-28 18:32:18",2244
277a175b772246ae9e96706c0b3ba468,75b9df985e254031aaba8ec44f459d2d,"Save As You Earn","2019-03-28 18:34:07",2244
9609b2c4f64c4ca38da22959117587ad,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2019-04-28 23:03:51",2213
101028949ffe4dd1ad97ce558b1a805f,0257625a02344b239b41e1cbe60ef080,Vacation,"2019-05-02 17:07:32",2209
087a5e8ea3844c5fa7058521241ff4d6,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2019-05-08 15:56:33",2203
2daffaaf31b6452d9b3f041c457a73de,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2019-05-11 23:04:52",2200
800a58a7ca1847669620c9aeec226ceb,0257625a02344b239b41e1cbe60ef080,Business,"2019-05-11 23:04:52",2200
6b3f4b6dd467442fadafa69e0ba3e2ec,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2019-05-13 01:33:55",2198
ed2583cf1ce14754a8313553f8daffbc,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2019-05-13 23:05:13",2198
ca665d6234b647f1b9ef8c752ec21d16,f026b5d9d7d84a7a9e452862f58b4cf9,"Save As You Earn","2019-05-14 15:18:34",2197
ce54840226bc492a9fd2da37136ab430,5572810f38b543429ffb218ef15243fc,"Save As You Earn","2019-05-14 10:28:53",2197
fc79028da3bc4e489dabefe750de0f39,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2019-05-14 23:05:00",2197
8f08429826e84d4d88e4ae8a4a4c5cb4,75cb72d217324ace976cb9104d1d2d9c,Periodic,"2019-05-14 18:53:23",2197
a287086c01f14c6a970ec0710b687ee6,5572810f38b543429ffb218ef15243fc,"Save As You Earn","2019-05-14 08:57:58",2197
6d158a773f544f85a9642b9a35fe9e22,5572810f38b543429ffb218ef15243fc,"Save As You Earn","2019-05-15 13:55:00",2196
85ffb2d5521d41759f300e101c1d161b,f026b5d9d7d84a7a9e452862f58b4cf9,"Save As You Earn","2019-05-15 17:12:51",2196
a049024e8ae14466b924578255302b45,f026b5d9d7d84a7a9e452862f58b4cf9,"Save As You Earn","2019-05-15 15:04:37",2196
af50ecbbcd2a461d9201aa5efcca1b0c,5572810f38b543429ffb218ef15243fc,"Save As You Earn","2019-05-15 15:42:54",2196
b27163a2652643eebf185ccf84df6b5b,f026b5d9d7d84a7a9e452862f58b4cf9,"Save As You Earn","2019-05-15 17:11:42",2196
bfa5681bf0aa457b91674c386d6cd1d6,f026b5d9d7d84a7a9e452862f58b4cf9,Home,"2019-05-15 15:44:59",2196
27a4f1c7f5f24bff98f128cb6365563b,5572810f38b543429ffb218ef15243fc,"Save As You Earn","2019-05-15 16:08:00",2196
4576e81b4ddd43119d233aab3f25d108,5572810f38b543429ffb218ef15243fc,"Save As You Earn","2019-05-15 16:11:32",2196
4f91926f1ed74ab0b590ed2fc9e70fd7,75cb72d217324ace976cb9104d1d2d9c,"Save As You Earn","2019-05-18 14:12:19",2193
196f91cdbc68473ea9eec0a87b1a91ad,75cb72d217324ace976cb9104d1d2d9c,Periodic,"2019-05-21 23:05:38",2190
279b9c8bade0435f9fb7b78a96fe44fa,f026b5d9d7d84a7a9e452862f58b4cf9,"Save As You Earn","2019-05-21 23:05:37",2190
7e715e3dc38443098ca5ce4f4abd91eb,75cb72d217324ace976cb9104d1d2d9c,Periodic,"2019-05-21 23:05:37",2190
82f0154f1c864be7a1f0a32b6061f10d,75cb72d217324ace976cb9104d1d2d9c,Periodic,"2019-05-21 23:05:37",2190
9f1a508e20aa4e2997d89f5319a73518,5572810f38b543429ffb218ef15243fc,Vacation,"2019-05-21 23:05:37",2190
9089721a227b4f5aaa656ec087063e34,f026b5d9d7d84a7a9e452862f58b4cf9,Periodic,"2019-05-22 23:02:55",2189
9c298c4184dd4c629e170636be4d80cf,5572810f38b543429ffb218ef15243fc,Periodic,"2019-05-22 23:02:56",2189
b34f941b7895459e9ebc0dd61ff054ad,75cb72d217324ace976cb9104d1d2d9c,Periodic,"2019-05-22 23:02:55",2189
b8969e369fb448328d87bb347075b230,75cb72d217324ace976cb9104d1d2d9c,Periodic,"2019-05-22 23:02:55",2189
0bf2947aa4bc42f18e797aa735859c02,75cb72d217324ace976cb9104d1d2d9c,Periodic,"2019-05-22 23:02:55",2189
11f8f6a7b8c14c30bebe7ad5f76a0493,75cb72d217324ace976cb9104d1d2d9c,Periodic,"2019-05-22 23:02:55",2189
3833cedac8b04e2f979ea3911a02a420,75cb72d217324ace976cb9104d1d2d9c,Periodic,"2019-05-22 23:02:55",2189
41a5ef87f11b4545857fd57896c1308d,f026b5d9d7d84a7a9e452862f58b4cf9,"Save As You Earn","2019-05-22 23:02:56",2189
4e25ffc3552a43f7904e93227d696db7,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2019-05-22 04:43:04",2189
c3a89c24f08340449d5610449631631f,f026b5d9d7d84a7a9e452862f58b4cf9,"Save As You Earn","2019-05-22 23:02:55",2189
d648d9a66de24484a33f457fdb42ca45,75cb72d217324ace976cb9104d1d2d9c,Periodic,"2019-05-22 23:02:55",2189
e459e382dab34ae495fe6a58c406abc1,75cb72d217324ace976cb9104d1d2d9c,Periodic,"2019-05-22 23:02:55",2189
e851c6e6f78a4a86bb817d2a6af87371,5572810f38b543429ffb218ef15243fc,"Save As You Earn","2019-05-28 15:15:04",2183
3949e5f5e0004266a9a4a68ba64bac63,5572810f38b543429ffb218ef15243fc,"Save As You Earn","2019-05-28 17:07:22",2183
85503eb49b9443888382ed978e82f685,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2019-06-05 14:27:40",2175
91f03c4a46d14ccdb63c4e4e0bdedce8,0257625a02344b239b41e1cbe60ef080,"Save As You Earn (Interest-Free)","2019-06-06 23:02:21",2174
169d1c560a184ddeb35bd4165784a989,5572810f38b543429ffb218ef15243fc,"Fixed Investment","2019-06-06 11:18:17",2174
e42b1f7bcdd64f19b8d3495d3156a3de,0257625a02344b239b41e1cbe60ef080,"Fixed Investment","2019-06-06 22:44:12",2174
ee6c44bccd9b4acd8ce380a2a03bc958,0257625a02344b239b41e1cbe60ef080,"Save As You Earn","2019-06-06 11:34:55",2174
