users_id,customer_count,avg_transactions_per_month,frequency_category
e6d7d8b9151645e99726715b355224ef,163,11.6429,"High Frequency"
9e40cd677aa540cfa47de096166bf874,112,11.2000,"High Frequency"
cccfe6a3d67b4a80b51e80be3e33eb5d,409,11.0541,"High Frequency"
f6871da39f424bf190627dc8a0644c20,66,11.0000,"High Frequency"
adc365b1e2bf4ef39e595c1bf19093c1,240,10.9091,"High Frequency"
3b0ef4ad4294454a86505f918d60575b,21,10.5000,"High Frequency"
d70665e80e3846a58c8795570715428d,21,10.5000,"High Frequency"
2dad78add00e4fe2afd3ab0075800e31,227,10.3182,"High Frequency"
6cab33bc633e4c789935052edb3687ad,134,10.3077,"High Frequency"
d8884f082f4c432a9c0c38b90b721ceb,438,10.1860,"High Frequency"
89231801f5ad4531a7d183d7ca85f0bc,10,10.0000,"High Frequency"
ab8bb62e922240c8b1503e3e8f0a8bd4,10,10.0000,"High Frequency"
e12bb7a1291548ad91fdb83b154db69a,229,9.9565,"Low Frequency"
09a9107532594091ad2c94acfb515865,189,9.9474,"Low Frequency"
15379129a69444c98190bfe572f3448e,208,9.0435,"Low Frequency"
6bdbeaf45ad84b8c8d6c8a886a19e256,87,8.7000,"Medium Frequency"
0ae79b9824ae41b792e5f2b046efa162,94,8.5455,"Medium Frequency"
6e52f5ecbf194634aedca49ba39a8a19,169,8.4500,"Medium Frequency"
7e851c7ece9a43a3b2b4039fbb47c60f,91,8.2727,"Medium Frequency"
0e92b6ce6c1e4827b4ca266091c54594,306,8.2703,"Medium Frequency"
6c629b055617441ca71a5e2eda19deec,147,8.1667,"Medium Frequency"
17f6868ceea942deaf0b0c2ccc906077,219,8.1111,"Medium Frequency"
3e950a81f85f460ca8c0323a5541d2ec,88,8.0000,"Medium Frequency"
6f7b2dcc408b44dc996372ee8222495b,8,8.0000,"Medium Frequency"
a8a4d86e901143eba0f598013d570bc2,8,8.0000,"Medium Frequency"
c7ac99beff3a48f1bebf27a48dd8e4ba,8,8.0000,"Medium Frequency"
6da0900a54c74e2e9d416eb5d049277a,179,7.7826,"Medium Frequency"
70d3912ab061419db0af8c0b8faa56ff,23,7.6667,"Medium Frequency"
020b9de07095406bba54db965dc5f717,99,7.6154,"Medium Frequency"
a1be01f4e2724d4d94f17effc0b0ce2d,400,7.5472,"Medium Frequency"
e07a9e6d125744dfa3ae01b81899e653,30,7.5000,"Medium Frequency"
58de29a593a84f7ab376ac68071141ed,172,7.4783,"Medium Frequency"
414c99da7c8d4ac4842227442236ca81,294,7.3500,"Medium Frequency"
e19d0cbf8e6e48f7bd4c53d9aada6a56,131,7.2778,"Medium Frequency"
d56a287b591546f3bd8b6ae390061751,218,7.2667,"Medium Frequency"
0aa5f79f8c2343868c30c6eb07b010dd,194,7.1852,"Medium Frequency"
8f480d2f4df048bbb68abbcc03283c86,201,7.1786,"Medium Frequency"
f6c10c442f724f66b29a671d496bc081,129,7.1667,"Medium Frequency"
d710e93f79bc44f5a3a63709ed466037,192,7.1111,"Medium Frequency"
2f9f0c2151ad4d8c8a0a4abd4a4b6990,7,7.0000,"Medium Frequency"
968db31a69884aa99716dfc8e18b78d2,159,6.9130,"Medium Frequency"
589fa9fed3324a94b0eef344c516a9b1,85,6.5385,"Medium Frequency"
405b4f4b5af240dd937a6cd78e75908d,65,6.5000,"Medium Frequency"
963e347ded0c4a68826c012cd0cf6e7d,97,6.4667,"Medium Frequency"
f3b355c6efd84fe79a9e66ddf5276131,71,6.4545,"Medium Frequency"
51b42bb04982411f9ce572c695198ac2,122,6.4211,"Medium Frequency"
7e39c7dfcc6543a69020f4d136699e55,83,6.3846,"Medium Frequency"
535df6ce36b84cfea1eb3b5db57e8774,162,6.2308,"Medium Frequency"
bba0ba894dc846b9ba2ee72b072da46c,62,6.2000,"Medium Frequency"
bf156e5dffc649f488a168cc81f01acc,352,6.1754,"Medium Frequency"
26170a1ffd6f4b1f920da32dca5ae88e,209,6.1471,"Medium Frequency"
e673c1abcabe47a285973021fcedfbc0,182,6.0667,"Medium Frequency"
055cb8f0dbf8415f86dfb187bc367e9d,6,6.0000,"Medium Frequency"
1347338ea50147ec8df541beb1711894,6,6.0000,"Medium Frequency"
a41c9d1cd8aa4e05b2b9c99ed7ad1e7d,12,6.0000,"Medium Frequency"
a561d518d6204e77a06c1add19a3944f,6,6.0000,"Medium Frequency"
710ef115dad440daaf99387c93b0fb4a,119,5.9500,"Medium Frequency"
4378df150e384f53a6f7ace20a0235aa,172,5.9310,"Medium Frequency"
4a3c937225de40fbb3ddd179d3ab3851,53,5.8889,"Medium Frequency"
aca079c80ee64dcc96cdff340538c6f8,58,5.8000,"Medium Frequency"
6d6cf08fd4ae46099d2877608243c0a9,129,5.6087,"Medium Frequency"
f53f335ba5334bff9660e9636b88a2bd,116,5.5238,"Medium Frequency"
04dcd90e86b34454aaa3bb6c7c3f0e96,76,5.4286,"Medium Frequency"
b5a75460a9524fc7ac97522270bee4a8,127,5.2917,"Medium Frequency"
f93804958a0b4c57a5c81529cc5737cf,74,5.2857,"Medium Frequency"
66aa75928bd4406789300b478405ceac,52,5.2000,"Medium Frequency"
a0e3d01f4b73452eb930ac931bb5958f,82,5.1250,"Medium Frequency"
2bcfba3700f342609367eeebb1bae28e,117,5.0870,"Medium Frequency"
f625f1259ef54598a6f7a27da39a50b1,121,5.0417,"Medium Frequency"
1e5b0caeb13a408ab71053bca841c855,5,5.0000,"Medium Frequency"
2b5a91e5b1564426b78c47cd2a8a22f4,5,5.0000,"Medium Frequency"
2cdbbb19a3f04a09a6f74f2f2c3496b7,5,5.0000,"Medium Frequency"
c8486389ef2e4568813224af40c3ece9,5,5.0000,"Medium Frequency"
c09f10ffdc854436adcf00f8cd7db940,84,4.9412,"Medium Frequency"
5f33ad7268ff42a784663e9ce98d3ac9,68,4.8571,"Medium Frequency"
02c8248376704be6959ababbe2a8b4a0,116,4.8333,"Medium Frequency"
4661940319474ae59af93b74b20a033c,250,4.8077,"Medium Frequency"
59d84fc367384da08685f5368289684d,85,4.7222,"Medium Frequency"
22d15df18baa4e2b821c84675bc10c24,94,4.7000,"Medium Frequency"
9aa3c0223dcb448da40fb22a443082a0,61,4.6923,"Medium Frequency"
f6f756335c3742f99d69aa91162f329b,65,4.6429,"Medium Frequency"
c1c4c452a026452eb6e3312046663770,87,4.5789,"Medium Frequency"
c04bfe41992c4ace9a649f44dde46a31,68,4.5333,"Medium Frequency"
0c4e3deeb4d345138e381a980780264b,104,4.5217,"Medium Frequency"
258dc1f000aa491a90da194ca732a8de,9,4.5000,"Medium Frequency"
afa0793686174760837265cd224a0036,9,4.5000,"Medium Frequency"
e7e1b5294bbc4ba8a63082cd710bfccc,9,4.5000,"Medium Frequency"
f0c1520a23cb425b8ed72dad8ccced5a,70,4.3750,"Medium Frequency"
f3296bb44f4d40c3a7e199645349082d,52,4.3333,"Medium Frequency"
090a94f62d7c401990d8b7ed5607b2c7,60,4.2857,"Medium Frequency"
3b62c4f2406e491db96bc03cd7350709,38,4.2222,"Medium Frequency"
ef2eff629a364d3b972719ffab6cbfac,21,4.2000,"Medium Frequency"
e7f85c8c6c4d416c814d698d3bd4f2bd,96,4.1739,"Medium Frequency"
758291b704ff45cdbdf4260539e22071,25,4.1667,"Medium Frequency"
bd890cda9a8049f0805280e9b5bcb64c,91,4.1364,"Medium Frequency"
753f8ad1b8464ba5a4b1164a0a9b6e4e,78,4.1053,"Medium Frequency"
85c08eeda75644e1a0cdbd2a83a585c6,86,4.0952,"Medium Frequency"
ad081bc6c0e644158b2c76901c984973,65,4.0625,"Medium Frequency"
b90cb31b55a742598577a5c807bc16c3,69,4.0588,"Medium Frequency"
73cc1ea013d44bb4b271c8737dedef91,121,4.0333,"Medium Frequency"
07ae11b1453b42f6b7e4086557240a72,12,4.0000,"Medium Frequency"
4b75762539ca4c27930f96111510e93a,8,4.0000,"Medium Frequency"
515d449a8fd04d3b8daac58f75353900,4,4.0000,"Medium Frequency"
970faa770bbe4285867c6cc4341fda68,4,4.0000,"Medium Frequency"
997667e5b2814d199f977586de50fe4c,4,4.0000,"Medium Frequency"
9e2699fd87e842c39202fe786a9bc97a,4,4.0000,"Medium Frequency"
e0e5647ffc1941d396f6f9fb2c6be259,12,4.0000,"Medium Frequency"
f829427f6e9646d9acda5303f7e4182c,116,4.0000,"Medium Frequency"
4ad87327722a48519da4fb29cb781f9f,59,3.9333,"Medium Frequency"
f7bc4d4f9d5e4633bcdba32568181069,58,3.8667,"Medium Frequency"
faccdf69e21f4e57b0d7b0894afffc10,50,3.8462,"Medium Frequency"
6533e90d901340d28105e7048e494714,34,3.7778,"Medium Frequency"
d76243ba830c40bb947ae1ac088f704e,34,3.7778,"Medium Frequency"
609b103d92224e55b77bb5b8fcfebe9f,89,3.7083,"Medium Frequency"
9c9ff0ebc6ed4f2493411b352223ac12,63,3.7059,"Medium Frequency"
88c44272bafe418ca5442935474f199e,37,3.7000,"Medium Frequency"
d65c438f209d4652b12f70f4ecd6927c,37,3.7000,"Medium Frequency"
c6a69165a7d843018f2c3ecbbf872b8b,77,3.6667,"Medium Frequency"
ce162aedc2aa4362bb9e08c859522d45,69,3.6316,"Medium Frequency"
43ba81043ec843868ffd9c6a3d6d1400,29,3.6250,"Medium Frequency"
beddd267ead2416d8f0f5f03293283da,36,3.6000,"Medium Frequency"
eb32b23c8dab4dfc8bee81cab1761d69,36,3.6000,"Medium Frequency"
050c1a5109c54cd6a719fb2562a951cf,35,3.5000,"Medium Frequency"
1afc6a82f634449288cc1ec3384f03c0,7,3.5000,"Medium Frequency"
df8b2293ef344f4abb862a02112d4e42,14,3.5000,"Medium Frequency"
f8798fe5402d4e8b89e2beb284b0282f,7,3.5000,"Medium Frequency"
f5f5f5f85ac045c2b04c9e56ef4cb2de,41,3.4167,"Medium Frequency"
e11d2e0caa2740ffa45e1ac3b79d4027,58,3.4118,"Medium Frequency"
402270a48363419390d065cb21408c21,85,3.4000,"Medium Frequency"
eeaaf4120dcb410791a3e3dd96339a78,34,3.4000,"Medium Frequency"
3bb26eee793249eabf5b67b1fe9a34d6,44,3.3846,"Medium Frequency"
b4807a77d12d4ea4a72300654ab155ff,44,3.3846,"Medium Frequency"
b01c641dc40d473e82f78bb543ff5d54,71,3.3810,"Medium Frequency"
0aa2c1b04b864e7eb5f1cd6c82cf52fa,30,3.3333,"Medium Frequency"
014e34f74f004e7aa0be573ade637f28,43,3.3077,"Medium Frequency"
de8bb5c48c2643b2af039fb419fb23f0,43,3.3077,"Medium Frequency"
e83f7d17a2364b27ad2bc470aff630f6,43,3.3077,"Medium Frequency"
be959f8b16c8473194679bde22ff2643,33,3.3000,"Medium Frequency"
c308d246f968463d998635ed19877dce,33,3.3000,"Medium Frequency"
1774be06d5ca44e58fdd7de6766950bd,46,3.2857,"Medium Frequency"
183bd96779f24628911ad4494199f09f,46,3.2857,"Medium Frequency"
2ba096f5213d4e5e8c36f30cfd0ccc68,36,3.2727,"Medium Frequency"
6c7072e41c8845148047d43556713271,36,3.2727,"Medium Frequency"
a058bcd7910d454395e62102e798f0f1,13,3.2500,"Medium Frequency"
e63c48784f614333893697a03fc70120,13,3.2500,"Medium Frequency"
0a89630fe66c4832b7395b8f2408e27f,42,3.2308,"Medium Frequency"
2631c369c5cd459a8f2d0fb2093bfba8,42,3.2308,"Medium Frequency"
4b0ad42d24d2413ca0cc332a96c4f427,42,3.2308,"Medium Frequency"
1e9a9a115ed34ac7a415fc92db39a477,29,3.2222,"Medium Frequency"
bec356203f054a7d8de9a7565508be67,29,3.2222,"Medium Frequency"
c3ff4c3d085a4c12a04c520df7deb149,29,3.2222,"Medium Frequency"
39b02ccdcf0548ed9051a08abbab405b,45,3.2143,"Medium Frequency"
d84c269140be4419b489bed2cf373891,45,3.2143,"Medium Frequency"
967cd33144a9403a8ed031be0cf5f790,32,3.2000,"Medium Frequency"
d8b27d44de734d9e973913e74ca3e9e3,32,3.2000,"Medium Frequency"
93c744a015274135b940d893faa19818,35,3.1818,"Medium Frequency"
023b6ccad4d14bc88f9ea756af48839e,57,3.1667,"Medium Frequency"
3dba82a793da46e5aa4a7d148c88aa48,41,3.1538,"Medium Frequency"
6d763c381a11400c9f34b10c214e2173,41,3.1538,"Medium Frequency"
2acd78d385a64c18b4fdee7dcbc0b203,22,3.1429,"Medium Frequency"
bc2df42c78974506951f7aa301b748ca,66,3.1429,"Medium Frequency"
471207f4caae4fca9a44ec7e8e6e0ec5,25,3.1250,"Medium Frequency"
89bab196749c495eb2196dd4a36a317f,53,3.1176,"Medium Frequency"
92e128bf42054e89a10e2523745e838e,28,3.1111,"Medium Frequency"
9c6abd71cff34ad3bb694d569048b119,28,3.1111,"Medium Frequency"
a2c6f4df4b724714ba95b34d8f6a0b90,31,3.1000,"Medium Frequency"
aa3ae20524b1421dbadb63fd9e8284b9,31,3.1000,"Medium Frequency"
b1d0fa6b28cd4501939ebc55c13c445f,127,3.0976,"Medium Frequency"
c082c165ebbc416398faf6486632e608,34,3.0909,"Medium Frequency"
05be447bb0c74915ad53aabe3db051c3,27,3.0000,"Medium Frequency"
1cb40b2323ae4c139af2eceba1bac16d,3,3.0000,"Medium Frequency"
1d51665cfb944555b2bce7d331fd885c,21,3.0000,"Medium Frequency"
23f1c73c6e5e468d98bd8e5364bc3763,3,3.0000,"Medium Frequency"
26ad7ab087254b76b9c36a02d856b0b9,3,3.0000,"Medium Frequency"
2ad99e4694c44614bee67a81026cb325,21,3.0000,"Medium Frequency"
3e13e2515e364ec9b1347a38617605d8,9,3.0000,"Medium Frequency"
3f25b7b28fab4b7da516362ecac6c581,3,3.0000,"Medium Frequency"
69bdd658e63b41db83acd5ade2b64271,6,3.0000,"Medium Frequency"
6a9270e8364e4405a328de179068d9d7,3,3.0000,"Medium Frequency"
750cd10ca82048608ae68ea3316d30f0,3,3.0000,"Medium Frequency"
76703cd2b13c44c3be2d8f9ed31ae890,3,3.0000,"Medium Frequency"
7e1e426ef9e844819c2a11fcdb89b1d6,39,3.0000,"Medium Frequency"
93a3314a2c4c4298a5721d83a3c9d74b,3,3.0000,"Medium Frequency"
941ac79d0e4e42ebb39e7050a9aa9dbe,3,3.0000,"Medium Frequency"
9c95fc1e7ced44aaa84395e4d2dca5ce,36,3.0000,"Medium Frequency"
a31700dd40084cad995fe5ae674d224d,18,3.0000,"Medium Frequency"
caf5e77509f042f3b4fc4fdbfbc35ee1,3,3.0000,"Medium Frequency"
e4dc0ee4a7a6405b9dd5f2a63f0740dd,3,3.0000,"Medium Frequency"
e9c72bb4b7564fe1838fb6ee0859d6b6,3,3.0000,"Medium Frequency"
edab4ad0739c4f23b156eff2b6c72f3d,39,3.0000,"Medium Frequency"
efe6a547d1204a40852b0528e521605e,39,3.0000,"Medium Frequency"
f0556bfa76ba4b6eba9a0723c6859ac4,24,3.0000,"Medium Frequency"
f37ef7a3dde54f038071a53272ab0a35,27,3.0000,"Medium Frequency"
36783de4661748be9de002d567ef0dfe,35,2.9167,"Low Frequency"
9fa0aa5af0434bcda0f42128733d08c0,35,2.9167,"Low Frequency"
01cec4f5e94d4991b5c79d4142b6313f,32,2.9091,"Low Frequency"
2e5e18cb4b14431e9952a19226a57ecd,64,2.9091,"Low Frequency"
6b52ff3205eb4f9993fcbaba2380f534,32,2.9091,"Low Frequency"
0a2baac2599642a18ab11f6784a140e5,29,2.9000,"Low Frequency"
81b4098cbacc4b6684d9058cbb3e81ff,58,2.9000,"Low Frequency"
d32c630b3b6e4eb79dfbaae90304a9c7,52,2.8889,"Low Frequency"
e2977ff4559141ba9819f3a23efef11b,43,2.8667,"Low Frequency"
efba4f4b4bcf403aaf814353addbdb6c,34,2.8333,"Low Frequency"
78d4c734bd824f868c3a57d8bda56b0f,14,2.8000,"Low Frequency"
4443d5c57b8549a5897bbfe2c5aa8ca8,22,2.7500,"Low Frequency"
8b474376d3454a23879e4140560a27ab,22,2.7500,"Low Frequency"
a32bb7c295c94bd5a6dd0538406b4458,22,2.7500,"Low Frequency"
d510705f517d4875a1ceb7fb8b891eed,30,2.7273,"Low Frequency"
f574f1f2ef414990996ae4ce639f2f4b,46,2.7059,"Low Frequency"
04c16501b8ea4f71adbcff578bc2cc28,8,2.6667,"Low Frequency"
39d93d145b444c78bf5425a3850cf78e,48,2.6667,"Low Frequency"
918ea18a3ad54847ac75f9851caa76a9,24,2.6667,"Low Frequency"
9cc9b2b01ddf4aa68e204f67e01ca25f,21,2.6250,"Low Frequency"
c265bfa8972347ba82d06621a327d062,21,2.6250,"Low Frequency"
5928e8f10e8e44baaac2d93225d033e3,34,2.6154,"Low Frequency"
275bcc3a96df4e1a93696ca990f7a2b4,43,2.5294,"Low Frequency"
14128cdf40bb4385b7823494e7cdeba3,55,2.5000,"Low Frequency"
a03c8a7e8ce64f99909173fe337e7f42,10,2.5000,"Low Frequency"
bfe4e5d08c2a4ad9b7ebdf3d5af1acb9,36,2.4000,"Low Frequency"
9f34ed1cea8f457dbccea0652440140e,102,2.3721,"Low Frequency"
0081f354fdc54a83abf66579629eba34,51,2.3182,"Low Frequency"
06d73a882815499ea6eaf4678ed279f5,69,2.3000,"Low Frequency"
d21c2aa35647422d91d83b1641a9ebba,23,2.3000,"Low Frequency"
61b4ea38b8184059bfe97d788d260054,91,2.2750,"Low Frequency"
c1b0cfbf6c13435db73cfeedbb5dbe85,43,2.2632,"Low Frequency"
af32428ea6c4458781e82c44fc538482,27,2.2500,"Low Frequency"
b4b402a57d0c4eaa93db89880a8ae8ed,20,2.2222,"Low Frequency"
57888144a53545a99bf834c9904ad135,22,2.2000,"Low Frequency"
7d93ccb946c64bec8fcaf5a4893cb96f,26,2.1667,"Low Frequency"
21c8aa0ddc7140bf8828da73dc325d73,49,2.1304,"Low Frequency"
ba591ce74921431ea2349b53e54650a1,17,2.1250,"Low Frequency"
f1b4199d25974ac1b3390ef499be50ad,34,2.1250,"Low Frequency"
338b008e47074360b48dec98213e6fd8,23,2.0909,"Low Frequency"
f14e3c77cf1b4a55a02acbd4b504f48e,27,2.0769,"Low Frequency"
fe7fd348da874d6da067d34c93732ada,29,2.0714,"Low Frequency"
6b15d2a3c01e4f8e801e63690da5029c,31,2.0667,"Low Frequency"
